TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2023,17.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2024,17.2
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2019,30.8
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2020,28.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2021,28.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2022,29.2
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2023,30.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2024,29.0
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2019,49.9
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2020,48.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2021,48.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2022,49.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2023,48.8
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2024,49.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2019,13.1
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2020,13.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2021,11.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2022,12.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2023,11.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2024,11.7
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2019,11.2
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2020,10.1
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2021,9.9
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2022,11.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2023,11.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2024,11.1
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2019,19.7
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2020,19.0
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2021,18.2
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2022,19.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2023,19.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2024,19.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2019,13.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2020,13.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2021,14.1
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2022,14.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2023,14.0
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2024,13.2
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2019,19.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2020,19.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2021,20.7
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2022,20.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2023,23.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2024,20.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2019,10.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2020,9.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2021,11.3
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2022,12.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2023,11.1
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2024,11.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2019,21.4
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2020,20.5
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2021,19.0
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2022,19.7
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2023,19.6
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2024,20.9
Any difficulty walking or climbing steps,Functioning and disability,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,"Percent of population, crude",2019,18.1
